Название,Родительская категория>Подкатегория>Подподкатегория,Артикул,ЦенаRUB,
"Шлифовальный лист в рулоне DLT GrandFlex PURO-ROLL, P120, 70мм*12м, (керамика точной формы), арт.3020",Малярный и штукатурный инструмент>Абразивные материалы,3020,2 768.67,"https://dlt.by/image/catalog/easyphoto/3901/shlifovalnyy-list-v-rulone-dlt-grandflex-puro-roll-p120-70mm-12m-keramika-tochnoy-formy-art-3020-14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Шлифовальный лист в рулоне DLT GrandFlex PURO-ROLL, P80, 70мм*12м, (керамика точной формы), арт.3019",Акции на строительный инструмент,3019,2 768.67,"https://dlt.by/image/catalog/easyphoto/3902/shlifovalnyy-list-v-rulone-dlt-grandflex-puro-roll-p80-70mm-12m-keramika-tochnoy-formy-art-3019-14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Шлифмашина Жираф MAX-XT R7233B-E, арт.3340",Шлифовальные машины для стен/потолков/пола>Шлифмашины Жираф,3340,23 323.03,"https://dlt.by/image/catalog/easyphoto/4258/shlifmashina-zhiraf-max-xt-r7233b-e-10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Инструмент для очистки плиточных швов DLT, арт.2569",Инструмент для укладки плитки>Разное для укладки,2569,306.96,"https://dlt.by/image/catalog/easyphoto/3905/instrument-dlya-ochistki-plitochnyh-shvov-dlt-art-2569-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Шлифмашина Жираф MAX-XT R7233B-SG, арт.3341",Шлифовальные машины для стен/потолков/пола>Шлифмашины Жираф,3341,23 022.08,"https://dlt.by/image/catalog/easyphoto/3906/shlifmashina-zhiraf-max-xt-r7233b-sg-12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое, DLT, 10л (факт. 9,8л), тип ITALIANO, арт.2889",Гибкие ведра и гибкие ёмкости,2889,707.21,"https://dlt.by/image/catalog/easyphoto/3907/vedro-stroitelnoe-gibkoe-dlt-10l-tip-italiano-art-2889-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ёмкость строительная гибкая, DLT,30л (факт. 30л), тип CARBONER, арт.2890",Гибкие ведра и гибкие ёмкости,2890,1 315.12,"https://dlt.by/image/catalog/easyphoto/3908/emkost-stroitelnaya-gibkaya-dlt-30l-tip-carboner-art-2890-8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Кювета строительная гибкая, DLT, 30л, тип RUBTRAY, арт.2891",Гибкие ведра и гибкие ёмкости,2891,2 106.60,"https://dlt.by/image/catalog/easyphoto/3909/kyuveta-stroitelnaya-gibkaya-dlt-30l-tip-rubtray-art-2891-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Кювета строительная гибкая, DLT, 16л, тип RUBTRAY, арт.2892",Гибкие ведра и гибкие ёмкости,2892,1 655.18,"https://dlt.by/image/catalog/easyphoto/3910/kyuveta-stroitelnaya-gibkaya-dlt-16l-tip-rubtray-art-2892-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Кювета строительная гибкая, DLT, 40 л, тип RUBTRAY, арт.2893",Гибкие ведра и гибкие ёмкости,2893,3 310.36,"https://dlt.by/image/catalog/easyphoto/3911/kyuveta-stroitelnaya-gibkaya-dlt-40-l-tip-rubtray-art-2893-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Кювета строительная гибкая, DLT, 10л, тип RUBTRAY, арт.2899",Гибкие ведра и гибкие ёмкости,2899,902.83,"https://dlt.by/image/catalog/easyphoto/3912/kyuveta-stroitelnaya-gibkaya-dlt-10l-tip-rubtray-art-2899-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ёмкость строительная гибкая, DLT, 85л (факт. 78л), тип ESPUERTA, арт.2894",Гибкие ведра и гибкие ёмкости,2894,3 454.82,"https://dlt.by/image/catalog/easyphoto/3913/emkost-stroitelnaya-gibkaya-dlt-85l-tip-espuerta-art-2894-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ёмкость строительная гибкая, DLT, 35л (факт. 35л), ESPUERTA, арт.2896",Гибкие ведра и гибкие ёмкости,2896,1 847.79,"https://dlt.by/image/catalog/easyphoto/3914/emkost-stroitelnaya-gibkaya-dlt-50l-espuerta-art-2896-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ёмкость строительная гибкая, DLT, 21л (факт. 20л), тип ESPUERTA, арт.2897",Гибкие ведра и гибкие ёмкости,2897,1 279.00,"https://dlt.by/image/catalog/easyphoto/3915/emkost-stroitelnaya-gibkaya-dlt-21l-tip-espuerta-art-2897-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Таз строительный гибкий, DLT, 12л (факт. 12л), тип ESPUERTA, арт.2898",Гибкие ведра и гибкие ёмкости,2898,779.44,"https://dlt.by/image/catalog/easyphoto/3916/taz-stroitelnyy-gibkiy-dlt-12l-tip-espuerta-art-2898-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ёмкость строительная гибкая, DLT, 50л (факт. 42л), тип RUBTUB, арт.2895",Гибкие ведра и гибкие ёмкости,2895,2 013.30,"https://dlt.by/image/catalog/easyphoto/3917/emkost-stroitelnaya-gibkaya-dlt-50l-tip-rubtub-art-2895-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Мастерок BIHUI 180мм (узкий), арт.BTCHG6",Шпателя для механизированной шпатлевки>Кельмы/мастерки,BTCHG6,367.15,"https://dlt.by/image/catalog/easyphoto/3970/masterok-bihui-180mm-uzkiy-art-btchg6-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое, DLT, 6л (факт. 5,7л), тип RUBBERBUCK, арт.2900",Гибкие ведра и гибкие ёмкости,2900,499.56,"https://dlt.by/image/catalog/easyphoto/3918/vedro-stroitelnoe-gibkoe-dlt-6l-tip-rubberbuck-art-2900-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое усиленное, DLT, 8л (факт. 7,6л), тип RUBBERBUCK, арт.2901",Гибкие ведра и гибкие ёмкости,2901,541.70,"https://dlt.by/image/catalog/easyphoto/3919/vedro-stroitelnoe-gibkoe-usilennoe-dlt-8l-tip-rubberbuck-art-2901-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое с градуировкой, DLT, 8л (факт. 7,3л), тип RUBBERBUCK, арт.2902",Гибкие ведра и гибкие ёмкости,2902,604.89,"https://dlt.by/image/catalog/easyphoto/3920/vedro-stroitelnoe-gibkoe-s-graduirovkoy-dlt-8l-tip-rubberbuck-art-2902-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое, широкое, DLT, 10л (факт. 9л), тип RUBBERBUCK, арт.2904",Гибкие ведра и гибкие ёмкости,2904,677.12,"https://dlt.by/image/catalog/easyphoto/3921/vedro-stroitelnoe-gibkoe-shirokoe-dlt-10l-tip-rubberbuck-art-2904-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое с носиком, DLT, 12л (факт. 12л), тип RUBBERBUCK, арт.2905",Гибкие ведра и гибкие ёмкости,2905,752.36,"https://dlt.by/image/catalog/easyphoto/3922/vedro-stroitelnoe-gibkoe-s-nosikom-dlt-12l-tip-rubberbuck-art-2905-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое с плоским краем, DLT, 17л (факт. 15,5л), тип RUBBERBUCK, арт.2906",Гибкие ведра и гибкие ёмкости,2906,1 315.12,"https://dlt.by/image/catalog/easyphoto/3923/vedro-stroitelnoe-gibkoe-s-ploskim-kraem-dlt-17l-tip-rubberbuck-art-2906-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро гибкое с крышкой, DLT, 70л (факт. 65л), тип RUBBERBUCK, арт.2912",Гибкие ведра и гибкие ёмкости,2912,5 122.04,"https://dlt.by/image/catalog/easyphoto/3924/vedro-gibkoe-s-kryshkoy-dlt-70l-tip-rubberbuck-art-2912-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое, DLT, 10л (факт. 8,8л), тип RUBBERBUCK, арт.2903",Гибкие ведра и гибкие ёмкости,2903,641.01,"https://dlt.by/image/catalog/easyphoto/3925/vedro-stroitelnoe-gibkoe-dlt-10l-tip-rubberbuck-art-2903-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое, DLT, 14л (факт. 13л), тип AGRO, арт.2908",Гибкие ведра и гибкие ёмкости,2908,1 008.16,"https://dlt.by/image/catalog/easyphoto/3926/vedro-stroitelnoe-gibkoe-dlt-14l-tip-agro-art-2908-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Кювета круглая строительная гибкая, DLT, 60л (факт. 57л), тип RUBTUB, арт.2907",Гибкие ведра и гибкие ёмкости,2907,3 460.84,"https://dlt.by/image/catalog/easyphoto/3927/kyuveta-kruglaya-stroitelnaya-gibkaya-dlt-60l-tip-rubtub-art-2907-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое с носиком, DLT, 10л (факт. 10л), тип INDUSTRY, арт.2909",Гибкие ведра и гибкие ёмкости,2909,791.48,"https://dlt.by/image/catalog/easyphoto/3928/vedro-stroitelnoe-gibkoe-s-nosikom-dlt-10l-tip-industry-art-2909-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ёмкость строительная гибкая для каменщиков, DLT, 55л (факт. 49л), тип BRICKLAY, арт.2910",Гибкие ведра и гибкие ёмкости,2910,2 573.06,"https://dlt.by/image/catalog/easyphoto/3929/emkost-stroitelnaya-gibkaya-dlya-kamenshchikov-dlt-55l-tip-bricklay-art-2910-5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ёмкость строительная гибкая для каменщиков, DLT, 90л (факт. 81л), тип BRICKLAY, арт.2911",Гибкие ведра и гибкие ёмкости,2911,4 441.91,"https://dlt.by/image/catalog/easyphoto/3930/emkost-stroitelnaya-gibkaya-dlya-kamenshchikov-dlt-90l-tip-bricklay-art-2911-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Тарелка для шлифмашины MAX-XT, ультражесткая, арт.3354",Шлифовальные машины для стен/потолков/пола,3354,1 956.12,"https://dlt.by/image/catalog/easyphoto/4259/tarelka-dlya-shlifmashiny-max-xt-zhestkaya-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Запасная кнопка переключения для гравера DLT G-100, арт.2162",Запчасти,2162,306.96,"https://dlt.by/image/catalog/easyphoto/3933/zapasnaya-knopka-pereklyucheniya-dlya-gravera-dlt-g-100-art-2162-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Запасной регулятор скорости для гравера DLT G-100, арт.2172",Запчасти,2172,367.15,"https://dlt.by/image/catalog/easyphoto/3934/zapasnoy-regulyator-skorosti-dlya-gravera-dlt-g-100-art-2172-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Запасные щетки двигателя гравера DLT G-100, арт.2182",Запчасти,2182,306.96,"https://dlt.by/image/catalog/easyphoto/3935/zapasnye-shchetki-dvigatelya-gravera-dlt-g-100-art-2182-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Запасной ротор двигателя гравера DLT G-100, арт.3238 (в сборе)",Запчасти,3238,1 053.30,"https://dlt.by/image/catalog/easyphoto/3937/zapasnoy-rotor-dvigatelya-gravera-dlt-g-100-art-3238-v-sbore-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Запасная присоска плиткореза DLT MAXSLim для гладких, матовых и рельефных поверхностей, арт.2610",Запчасти>Системы резки крупноформата,2610,306.96,"https://dlt.by/image/catalog/easyphoto/3938/zapasnaya-prisoska-plitkoreza-dlt-maxslim-dlya-gladkih-matovyh-i-relefnyh-poverhnostey-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Разделитель (сепаратор) для плиткореза DLT MAXSLim, арт.2611",Плиткорезы ручные>Аксессуары для ручных плиткорезов>Разделители (сепараторы),2611,2 106.60,"https://dlt.by/image/catalog/easyphoto/3939/razdelitel-separator-dlya-plitkoreza-dlt-maxslim-art-2611-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Запасной электродвигатель для плиткореза DLT SlimTronic, 3200мм, арт.1269",Запчасти>Электрические плиткорезы для крупноформатной плитки>DLT SlimTronic,1269,12 639.57,"https://dlt.by/image/catalog/easyphoto/4062/zapasnoy-elektrodvigatel-dlya-plitkoreza-dlt-slimtronic-3200mm-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Тарелка опорная Ø50мм для гравера DLT G-100, арт.3239",Инструмент для укладки плитки>Круг алмазный гибкий шлифовальный,3239,451.41,"https://dlt.by/image/catalog/easyphoto/3941/tarelka-opornaya-dlt-dlya-almaznyh-cherepashek-50mm-poliuretanovaya-vazhno-kontsevik-6mm-2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Быстрозажимная насадка-патрон для гравера и бормашинки DLT, арт.3226",Инструмент для укладки плитки>Круг алмазный гибкий шлифовальный,3226,451.41,"https://dlt.by/image/catalog/easyphoto/3942/bystrozazhimnaya-nasadka-patron-dlya-gravera-i-bormashinki-dlt-art-3226-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Зажим для системы выравнивания плитки (СВП) BIHUI 1,5мм, 250шт, арт.BLS2250",Система выравнивания плитки (СВП)>СВП BIHUI,BLS2250,842.64,"https://dlt.by/image/catalog/easyphoto/3960/zazhim-dlya-sistemy-vyravnivaniya-plitki-svp-bihui-1-5mm-250sht-art-bls2250-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Кусачки для плитки BIHUI, арт. TND8",Инструмент для укладки плитки>Щипцы и кусачки для плитки ,TND8,713.23,"https://dlt.by/image/catalog/easyphoto/3948/kusachki-dlya-plitki-bihui-art-tnd8-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Кювета для краски/крышка для ведра Rollingdog 9” (23-28см), серия Professional, арт.20077",Акции на строительный инструмент,20077 (ycenka),276.87,"https://dlt.by/image/catalog/easyphoto/2321/kyuveta-dlya-kraski-kryshka-dlya-vedra-rollingdog-9-23-28sm-seriya-professional-art-20077-12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Запасная каретка на плиткорезов DLT MAXLINE (часть 1), арт.3290",Запчасти>Плиткорезы ручные,3290,2 858.95,"https://dlt.by/image/catalog/easyphoto/3954/zapasnaya-karetka-na-plitkorezov-dlt-maxline-chast-1-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Зажим для системы выравнивания плитки (СВП) BIHUI 1мм, 250шт, арт.BLS1250",Система выравнивания плитки (СВП)>СВП BIHUI,BLS1250,812.54,"https://dlt.by/image/catalog/easyphoto/3961/zazhim-dlya-sistemy-vyravnivaniya-plitki-svp-bihui-1mm-250sht-art-bls1250-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Пылеотвод для запила плитки под 45° от SpeedQuality, арт.3262",Акции на строительный инструмент,3262,3 611.31,"https://dlt.by/image/catalog/easyphoto/3959/pyleotvod-dlya-zapila-plitki-pod-45-ot-speedquality-art-3262-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Зажим для системы выравнивания плитки (СВП) BIHUI 1мм, 500шт, арт.BLS1500",Система выравнивания плитки (СВП)>СВП BIHUI,BLS1500,1 444.52,"https://dlt.by/image/catalog/easyphoto/3962/zazhim-dlya-sistemy-vyravnivaniya-plitki-svp-bihui-1mm-500sht-art-bls1500-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Зажим для системы выравнивания плитки (СВП) BIHUI 1,5мм, 500шт., арт.BLS2500",Система выравнивания плитки (СВП)>СВП BIHUI,BLS2500,1 504.71,"https://dlt.by/image/catalog/easyphoto/3963/zazhim-dlya-sistemy-vyravnivaniya-plitki-svp-bihui-1-5mm-500sht-art-bls2500-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Клин для системы выравнивания плитки (СВП) BIHUI 250шт., арт.BLSE250",Система выравнивания плитки (СВП)>СВП BIHUI,BLSE250,1 625.09,"https://dlt.by/image/catalog/easyphoto/3965/klin-dlya-sistemy-vyravnivaniya-plitki-svp-bihui-250sht-art-blse250-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Зажим для системы выравнивания плитки (СВП) BIHUI 2мм, 250шт, арт.BLSN250",Система выравнивания плитки (СВП)>СВП BIHUI,BLSN250,902.83,"https://dlt.by/image/catalog/easyphoto/3966/zazhim-dlya-sistemy-vyravnivaniya-plitki-svp-bihui-2mm-250sht-art-blsn250-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Зажим для системы выравнивания плитки (СВП) BIHUI 0,5мм, 100шт, арт.BLSS100",Система выравнивания плитки (СВП)>СВП BIHUI,BLSS100,367.15,"https://dlt.by/image/catalog/easyphoto/3967/zazhim-dlya-sistemy-vyravnivaniya-plitki-svp-bihui-0-5mm-100sht-art-blss100-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Кейс для алмазных коронок №5,Уцененные товары,0211(ycenka),4 363.66,"https://dlt.by/image/catalog/tovar/nabordlti9plitok/keysi/nom5/kejs_5_2__.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
